TRANSACTION ID,CARD ID,PS ID,AMOUNT,TRANSACTION DATE,TIME,GROUP ID
125B1125-09F4-404D-8953-C2155DCF6F41,12506,1019,8000,17,17:37:26,1
82FAEE1F-6847-4977-B966-D27047B0AF21,12518,1019,6005,20,17:28:57,1
1781B4D7-6E2F-4158-94CB-E84A98BE720B,12518,1019,12,20,17:25:04,1
C1FF8FCA-CB92-4D53-B536-1D61A55C1C97,12140,1019,5968,8,15:55:48,1
61727F25-283A-4DEE-98FA-4FC13FF19AA5,12140,1019,8013,19,15:46:59,1
C81F28BF-2B98-44FA-B7C0-5D8E65B1695B,10941,1020,7980,9,19:23:51,1
7F16F57A-6BAE-4BEF-85AF-8060B43B5EC7,10941,1020,5986,20,17:24:59,1
B25C5547-5B7A-4ACE-836F-03D993B42435,30536,1020,5980,12,22:35:41,1
09F93DC1-7200-4530-8246-00FAE4C095E5,30536,1020,6000,24,20:02:50,1
E80549AC-AA35-417B-87F2-932E0AD12EDB,11974,1020,7953,17,19:51:06,1
0047B210-D499-4495-B7DD-106955C001DD,12380,1020,7923,17,22:33:05,1
2363E7AB-07B6-4D3F-BB9A-8BEBF098732D,28551,1020,8032,27,23:22:11,1
CFC694DE-C732-4494-8C8B-C4FDED1B4D6B,28551,1020,7981,21,02:02:19,1
2F743250-34E7-4F56-9E00-E379DD15750F,28551,1020,1438,7,22:54:15,1
862EC705-4EDE-449C-BC64-9C2745B7160A,28551,1020,6554,7,22:52:11,1
9963F9B4-96D3-440D-901D-B235C2D6B6F0,28728,1020,7988,30,18:45:06,1
8F854CC8-4792-4236-B5C0-F387F8280729,28739,1020,8051,17,09:30:42,1
273135AB-72F2-41A1-B2B7-564D6E256633,10440,1020,6804,20,20:12:02,1
83226E78-0CFE-491F-A4FC-96F79EAA9C70,30571,1022,8000,3,20:24:34,1
8344AAE4-2532-45BC-81C1-59AC97830F3A,30571,1022,3806,1,20:53:05,1
FB611055-2AD9-4F5F-97C0-F8CF6A6C49C0,30571,1022,5172,13,13:04:51,1
0FFAA6B4-7537-422F-B436-E0AA052F05FD,30571,1022,7326,4,13:55:45,1
6FEF7B8D-752B-4EA7-8A5F-73E5276ECF1B,30571,1022,7300,18,09:52:26,1
7DFE4963-C531-43D4-B4CA-2B0FC4E1C5D9,10043,1022,6801,27,21:24:22,1
7504346B-CDD0-4B70-99EC-4286CFBF93B4,18820,1026,5974,2,13:40:47,1
69E104EB-808D-438B-A6D0-84A84931263F,19207,1026,8030,2,12:58:48,1
71D9C1D6-A739-4B2F-8192-90FA19DCBC54,11000,1026,8052,20,06:56:25,1
ACA5D8BA-64DF-415A-9E82-8918676956CC,15100,1026,8021,15,17:07:38,1
BA0E202E-6855-4B4B-818E-26834602A34D,15304,1026,943,10,06:39:32,1
19C1BFB1-DC51-4623-AA36-A513353B10E1,15304,1026,8022,24,15:57:16,1
EA702EBA-C6F3-47B8-AB74-7EBA8DDFB98E,15304,1026,5907,27,12:07:41,1
53F9E154-3360-4BB7-9FAC-565C88DEF195,15304,1026,7948,4,08:44:16,1
1BB63AD1-C80C-4E78-8CC6-BA404A83D2E7,19975,1026,4045,8,11:44:24,1
74D365BB-5D3B-4BD8-AEB3-E980E0FF1AC6,19975,1026,3983,8,11:53:27,1
4D53E5DF-E624-4A61-97F2-8C753CA8EE6B,15489,1026,5861,9,19:06:32,1
5BBA9206-3ECE-4059-96B6-1FC9D396E1EA,15496,1026,8020,4,23:29:45,1
DF025B29-950A-426F-BFDC-C6E407FC1EA9,20989,1030,5635,5,19:27:17,1
06CC50C5-B9DF-4A76-84BF-A545CDBA2341,11139,1030,7990,6,20:31:43,1
3A727903-EE8D-4A64-9F81-183C28B14F33,11362,1030,3531,27,14:59:37,1
5D9B5B38-2ACD-4DC4-8842-022E03A9912E,11362,1030,4462,27,14:57:14,1
4FC86D0B-A435-48C6-8C15-15AE8057630F,11853,1036,10000,8,16:18:29,1
40433654-D6F8-42AE-AAF2-ACAD3DEEAF73,15813,1044,7899,30,10:07:47,1
DB6859B0-9086-42D0-8F9C-1350C4329230,15813,1044,7965,9,09:34:21,1
708BD26F-0313-478A-8849-36EE144D64E7,15813,1044,8010,28,09:06:38,1
B025FA50-9D6A-4BF3-9FFF-B7E0AB956286,15813,1044,7960,12,11:02:50,1
328022D6-B008-465C-BE9E-F9C55E6F0C62,15813,1044,7968,17,10:36:47,1
44B87167-E4BC-436A-A4A3-8D06B1178153,16183,1044,3251,3,03:55:38,1
902B1ACF-2F9A-40E9-8721-8933F5DF02E4,21008,1044,8006,27,05:40:26,1
775BC219-CF2D-45AC-9F66-11FD288E257A,21008,1044,8000,23,06:49:10,1
5275093B-2DEF-48F6-9077-6DF26847EEF2,21008,1044,7174,4,17:19:39,1
DC961653-44D7-414F-883A-75D78B7C44F3,21008,1044,4396,19,21:09:22,1
A2655E85-CB28-488E-89FD-A7C7049C93F5,21008,1044,8000,24,02:04:25,1
A4D49FDC-F6BA-424E-9BA4-DF3473E8B4C7,21008,1044,3983,27,19:04:26,1
13406433-5F73-4B1A-BF05-068530192EE7,11333,1044,8000,10,08:40:43,1
B5E7023C-3A0B-4F61-9B34-86137AAEBE06,19546,1047,10000,25,17:00:04,1
5D8AC08D-B173-407E-ABF8-12A7F3DE822E,19546,1047,5944,1,17:04:43,1
E4C4F496-5C8C-42DF-BEAD-531809D58440,19546,1047,879,29,17:56:25,1
FC521D74-5E23-4038-B246-27EABDC11C91,19546,1047,5828,2,01:28:11,1
6909B4A1-185B-4E6A-B191-E365CF85A27C,19546,1047,6701,6,17:40:09,1
6D512B7F-DC8E-4FA5-92D9-9C188EA63073,19546,1047,6000,5,03:37:53,1
5A605E07-DF64-44AB-B48F-7916C56EA38F,19546,1047,10000,11,15:29:27,1
7F54B406-B168-44A2-B0D0-FB46FD3EBD0C,19546,1047,3737,3,09:59:06,1
11BCE177-E339-42D6-8FB0-95D6284EA135,19546,1047,6000,7,15:20:51,1
AABE1232-51A8-437B-B394-B2171621B01B,19546,1047,4001,29,17:57:49,1
277FC464-D3E1-4975-A751-9395694FC22D,19546,1047,10000,15,15:43:53,1
989934A8-380D-4452-930A-64872A99218D,19546,1047,0,4,16:21:11,1
FC71B070-5BC3-4075-87FE-5B1527266046,19546,1047,10000,13,17:26:20,1
9F926C75-5721-4039-AF7C-6D9B1B617584,19546,1047,10000,18,15:55:10,1
1D2FD47D-3143-4CB2-8266-796E007F5854,19546,1047,10000,27,15:28:05,1
69428410-1F05-449A-874A-3EA77218803E,19546,1047,7990,28,02:42:31,1
CD3ED38F-60D6-4B9C-A196-9C41DDDEBA86,19546,1047,1120,29,17:59:52,1
48DCC039-CF93-4FE2-93A6-68BF42C5B40F,19546,1047,10000,4,16:17:52,1
C8B065C5-BBC7-4304-AA7A-D4A0EFD9ABD0,19546,1047,10000,20,15:46:32,1
56BA3868-D403-40BA-8EC0-32DD31E4B5A3,19546,1047,4001,23,23:47:24,1
7F17547B-395F-4CF6-9FA0-DA1018D455B6,21117,1060,8763,1,12:44:44,1
CFD80CE8-CE15-448B-A0ED-5B87BB96AA6D,13288,1067,9829,21,23:49:18,1
D0076584-17E5-4502-AD82-C5F7583BBB33,20989,1071,4994,6,19:16:59,1
683FA8C9-284D-4F86-AB48-C7EDECC6C315,20989,1071,5990,23,17:01:20,1
9A81B529-0C45-4BD8-B642-A5B3E8F91459,20989,1071,1805,21,23:10:29,1
D5F70C42-858C-47FA-9A41-E9703883570F,11139,1071,8000,21,17:51:42,1
5742AFC1-13B4-419D-9727-AF5306BD72D5,22666,1077,9870,1,09:59:40,1
E17B118A-6AC7-4016-8B2B-83C9254D08B7,22666,1077,4800,3,07:56:01,1
83CDC26E-5388-4027-8C1A-FE4A7A4EDB6A,19933,1084,5734,3,22:24:16,1
47BB9721-6126-49A8-B9CE-41FD5421FE68,33983,1084,10060,5,00:06:15,1
7CD9A8CA-AC7B-4145-AF0C-80F7C10EC3DB,33997,1084,10000,17,14:06:49,1
3FC34752-2B99-47F4-BD91-DAD7EDEBB16C,33997,1084,2445,10,11:05:30,1
ABF00602-F950-47EB-A042-9B00017B9DF6,33997,1084,7568,10,11:08:25,1
6D58F646-356A-4D9D-A32D-FBAC9402D38C,33997,1084,7936,11,10:46:33,1
35C294F1-B682-4002-9911-BDB5299395E6,33997,1084,7035,30,13:12:50,1
832107BE-985B-4044-8860-12C0EAF1A4D7,33997,1084,8,10,11:07:33,1
5FA63BB1-198E-49B0-ADED-51D70F74E632,13801,1084,5992,7,04:17:01,1
CA928152-7581-432B-A054-FCD7945C0387,11038,1084,6000,24,10:48:10,1
BDD74769-9873-4432-B202-8196A8B71BD2,11038,1084,7202,15,12:39:19,1
A8912C0B-2AF1-4887-B4BC-47AB1C45E07B,11038,1084,7681,17,13:15:06,1
B80F880E-355D-49D2-A384-DDC8534480BA,11038,1084,5800,23,12:43:41,1
E2FC50FB-0AC5-4253-A40C-6F0726831003,11038,1084,7640,10,10:32:13,1
95B6A018-0B90-48F5-944A-C4E12372722A,11038,1084,6436,27,14:09:40,1
7814C280-131E-42AB-8CFA-9FDC0F3F083C,11038,1084,7811,20,03:50:24,1
F9A36CBC-3BDD-41D3-A7A5-96B795A593FC,11038,1084,6141,29,11:11:25,1
A4EDD4B6-A753-4CD4-86EC-BF55D4F76663,11038,1084,6551,22,12:48:08,1
9AE75C71-21DC-417A-9A70-CF131CB2C5A6,11038,1084,5499,30,11:21:08,1
A738FBB9-D2A0-42EE-BDA6-05DA543824E6,11038,1084,5585,25,10:44:09,1
69034C3F-F5DB-4EE6-8C95-469503119719,11038,1084,2402,8,05:23:57,1
3F67DF0F-6FEB-47BC-BA42-BD9A4E954CC8,30411,1084,10065,27,10:56:21,1
0E883197-50A6-40BE-A595-35F1812707F2,10426,1084,6026,15,21:42:51,1
89085A3A-B58E-44E5-8B6E-5F5730F122CD,11898,1098,7925,21,19:39:28,1
44200115-BBAB-44CC-9C18-68CD11103C22,12679,1104,8000,16,09:13:44,1
26B34A00-B906-48B5-931D-ADD23D6329C8,11853,1113,7614,9,23:42:19,1
14CC3D91-2EE8-476E-BE95-4F7E06B8FE3D,11853,1113,8000,13,09:06:33,1
A6B6AEFD-09EA-453F-9381-658B786DF6E7,11898,1113,6006,11,12:10:30,1
211776FC-A529-46BA-A9BC-A34706B5037C,11898,1114,7905,28,18:37:50,1
7A4E25AA-15AB-4712-83D6-A7257B791177,22689,1114,6161,17,09:49:41,1
7ADC399C-BB1B-4E82-84AD-7DB16A514754,22689,1114,6154,23,10:04:03,1
DE0B67FF-0514-4FA2-8D9C-FA9DDB5F873F,22689,1114,5996,16,10:28:36,1
4C894CE0-AF50-480C-BA92-6617F40833A0,22689,1114,0,12,17:26:17,1
C31AB725-6F1A-4392-B0AA-7517A7506AFE,22689,1114,8010,27,07:31:50,1
B35F1F8A-4467-4F2C-9553-04C9B540AB53,22689,1114,5893,22,09:22:46,1
38E19375-38B3-41CF-AD93-B69D2292217D,22689,1114,8057,10,20:31:19,1
FF878564-A627-4AC2-958D-ED33ACC882EE,22689,1114,7907,29,13:12:08,1
30683E8D-048C-43C5-842D-A92BDE0E9F99,22689,1114,8009,14,10:17:59,1
D7B54D80-4CC7-482A-816F-A7E987DDCA95,22689,1114,8040,20,09:40:25,1
300D7E41-15CF-4EF6-81D4-9E56F4FC9CE3,22689,1114,8065,19,07:19:32,1
40122081-ED7D-4592-9707-542162F56370,11898,1144,2004,10,20:56:41,1
9EE00A68-9D8C-42D0-BFEB-21F90FE85B73,22275,1036,8006,2,12:03:06,2
238FB8E8-DCE6-4B2A-BBCE-087D544A0B30,16202,1060,3986,27,09:56:54,2
92C7E5C0-4E34-4FD8-A8C9-0F8128C2E8F0,16202,1060,3987,10,14:58:21,2
2A50D43F-1847-4ECB-B7D0-9B199BEDF02E,16202,1060,6030,27,09:58:18,2
3E90D220-D91C-450D-BD8A-DDB97F1F9872,16202,1060,4006,29,15:11:20,2
E930C82E-282E-4C98-99FA-BD92F29EFAE7,16202,1060,9921,23,07:45:05,2
3051711B-41A7-485A-93C5-3259E7121953,16202,1060,3988,8,07:36:36,2
8EFFB1AA-A1C3-4146-94F1-7C9FE280BD68,16202,1060,3977,20,13:52:50,2
37DD059C-09E1-43CB-A5D3-4C1B338262C0,16202,1060,3989,4,07:29:06,2
B32D195C-6554-4846-BF5E-33B006CDE456,16202,1060,5979,17,07:36:44,2
65CC57E3-7B78-4F85-8A78-E82F634B90FA,16202,1060,3019,6,11:53:53,2
1A1177F5-828F-4DD9-95AA-E51062825178,21217,1060,10000,3,05:02:43,2
E1A1DFB8-A8D8-4778-BB4A-D72582AFC1FF,21217,1060,10000,30,03:24:17,2
8AC16335-743F-46D0-84A9-BEC06F69B81A,25560,1072,3205,28,17:41:32,2
5C07FBAC-0BDD-4A02-97F8-7C81C921C353,25560,1072,4004,10,17:56:14,2
9EAAF883-1892-4CFE-BDBF-3C3A7E9D9D2C,25560,1072,6003,8,17:28:44,2
2F116E4C-D5DE-47C6-A5AA-E923F6F508BD,25560,1072,3600,2,16:23:20,2
7DD3D71C-B7BD-438D-9F14-89CB53D937C7,25560,1072,2002,21,16:16:10,2
3DDFAF57-C369-4A7E-A093-12BB256DBFC3,25560,1072,4002,30,16:20:20,2
FC31E9EA-758B-48F0-AF7B-B8AB19986148,10838,1084,5987,15,05:44:49,2
03317F95-3FF2-4105-AEAB-1D74A9C2A6FB,10838,1084,8795,19,05:44:26,2
9F506763-2A6D-494D-ACA3-75168D398076,10838,1084,8378,4,05:34:08,2
D06AE5D3-AC7E-4F5F-AF10-24AE59637FBA,13299,1003,25000,19,09:38:26,3
1092ED8C-3D9F-445A-8BC7-CB4460AE6BDB,13299,1003,25000,9,15:46:58,3
654C4F89-6017-40C4-B3EF-23BFDB39472C,13353,1003,20203,11,00:00:09,3
043D8546-B333-4629-8DBD-5949549DB9A9,13353,1003,24982,28,03:30:48,3
A9307E20-F681-4ED1-B3BF-68305E21D4EA,13353,1003,4795,10,23:50:51,3
158E5DFE-CC37-43AC-8B61-650C18D73934,13380,1003,25000,17,08:27:20,3
7DC87DD4-ABD3-4F12-A690-AF37EF81E7D3,13380,1003,24978,2,00:10:41,3
740C236C-08CB-4E96-A3FB-7F839EFDC327,13380,1003,0,23,23:08:39,3
C462A949-7DB0-472F-9CEC-2984C28BF975,13380,1003,25000,9,02:13:09,3
D0B37DDD-FAA8-4D4A-BD4D-7429A3749FFA,13380,1003,19354,23,23:02:24,3
E700FE3E-24A6-48D5-ABC1-96D5CF67F40E,13380,1003,5646,23,23:10:04,3
882A88B8-DEDC-4030-8F3A-5C354B612549,19752,1003,4757,13,22:07:22,3
0592D722-CE4F-4C1A-8D58-C161C1F0D1FE,19757,1003,24979,1,08:42:13,3
46981656-C44F-492B-8B63-067BA15307AB,19757,1003,20887,29,12:00:37,3
B90B18C9-1445-49EE-96CE-816919169117,25519,1003,24898,6,17:42:52,3
5D593FF6-EBF3-4946-B4E2-B62573C6D4B4,25519,1003,23914,15,13:07:46,3
E9211FB1-D5CA-4FBC-8892-6B7C15D8C642,25519,1003,24302,10,06:04:28,3
4C52F58C-AFF4-4F85-A2F6-E9AB2DEF0A94,25519,1003,24949,1,21:11:47,3
129A740A-C530-407A-B99D-DCE6BB2C80CF,25519,1003,24720,25,17:00:49,3
F1264B9B-72DA-4657-A6CC-C9342A63849E,25519,1003,24710,30,06:30:13,3
642D916B-3210-4C7F-9C53-92683CFB0F12,25519,1003,24998,20,16:34:28,3
CE48D519-3965-4AAD-A501-C3697CD05EBE,25529,1003,24999,29,10:28:41,3
78189B8F-AD26-4BA3-B802-221E2239641D,25529,1003,25000,12,19:58:31,3
C1D7E56E-797C-4F9E-858E-9D6F85EDA7F3,25529,1003,24992,9,16:30:23,3
78A9905C-74B0-40CC-87D4-17E05E1E08D3,12428,1003,25000,27,00:50:07,3
DE350BCD-7F2F-46E9-B465-10048455A02C,12446,1003,2302,22,02:11:26,3
91585BB9-0065-44E4-BB1D-134A4AA538B1,12446,1003,22696,22,02:05:07,3
7EC144FA-BFB1-4A85-B0CD-57704713C344,12450,1003,25000,17,06:24:43,3
24B56AA5-4681-47CE-A8B8-EDF6C8F0B642,12465,1003,25000,11,15:13:25,3
2CC367B9-C218-468B-AA8B-FBDA47777F04,12084,1003,25000,26,22:17:43,3
742E9F84-5C1C-4080-AA58-2F27F5675C19,12084,1003,25000,17,21:21:28,3
D845FC87-7261-421D-A1B1-4FCFE761CBEA,12513,1003,9729,29,12:52:13,3
0DD9C14B-87DD-46E4-A2EE-554FA784E874,12023,1012,35000,17,19:49:26,3
48405CD2-D09A-4874-BF4A-F4425D1F348A,12023,1012,35000,14,19:25:47,3
0966F97D-1F44-41FF-906E-8676B875927C,12023,1012,35000,15,21:04:31,3
D4255070-00B3-4395-B43D-79BE85EBE9F2,13730,1012,31938,6,12:39:09,3
56158AC5-0228-40F1-A13F-3DC6A7B43206,13755,1012,35014,21,12:38:26,3
0572D554-4BEB-468A-A9C9-D40230820D76,22466,1012,35000,27,19:28:28,3
61E9D940-135A-44DF-8811-93EA3A09C62B,22466,1012,35001,12,18:01:55,3
B3A46127-CBDF-4B86-9F9B-83E17778662D,22578,1012,5010,24,15:32:06,3
B81B00E4-DCCA-41BC-B839-B8916AA48E7B,22578,1012,35000,9,20:12:02,3
BAF8E2D1-A62B-426A-929B-F1871101C3E9,22578,1012,29990,24,15:25:55,3
40CA5E9C-9453-4C98-80E0-E4A1D31BA3FE,13287,1019,25000,8,08:31:53,3
68E988C0-3A49-4941-B0C5-92DCD3C52D6E,13353,1019,24954,12,16:34:04,3
2676208F-E336-49A5-B559-4E817BCD15FB,25392,1019,24940,3,20:25:55,3
EDCDD7FD-2A54-4640-9D8B-2D4FA96E696F,25392,1019,25000,22,23:30:53,3
AF338FFD-D874-4D74-AEFC-23EB72CC7473,25392,1019,24961,29,12:34:06,3
5C8ECD51-F99B-4A59-AA04-944042712960,25392,1019,25000,30,09:37:25,3
8DEC26F4-9178-4D0E-9126-DC879D5D5213,25392,1019,18980,12,20:02:35,3
3759545B-7A09-4BB4-B720-A53B047A36BE,25392,1019,25000,28,19:27:48,3
7647F981-52DB-4A1B-AF7A-4858FDB71782,25392,1019,25000,17,14:29:52,3
52DB4D01-05D3-42D2-98C6-714A62A1DF7C,25392,1019,25000,14,13:23:26,3
0CCC384B-59B8-43B8-B7AD-250778961714,25392,1019,25000,21,20:16:22,3
B86EA724-8FD2-4E35-8121-1679508106D6,25527,1019,24891,15,23:27:50,3
32AF634E-C476-4F23-9AEF-D063B7B75475,25529,1019,25000,24,10:47:43,3
A49747B2-7991-4114-94E9-0CC5228EC963,25529,1019,24908,15,10:46:46,3
46488ED9-145D-470F-8A07-0EC25CD4E3B2,12438,1019,25000,11,07:08:26,3
B6790539-EB50-4803-92DF-86E1E0FEC7C8,12513,1019,24897,23,19:43:39,3
59C135DF-156A-48BB-A267-2E93C8769320,12536,1019,24912,20,22:26:12,3
DBE39465-F4BA-4419-A6ED-3B42653048B7,19661,1020,11848,7,18:32:00,3
C29F9176-9C37-4955-B49A-55852E794690,19661,1020,24998,26,19:47:50,3
E508044E-F37C-40EE-846B-BE973A268582,19661,1020,13150,7,18:28:17,3
88B08B43-1691-4A16-A0DF-6C75FF7473FF,16576,1020,24998,26,23:00:21,3
B0EDFFCF-4166-4803-8535-7AFE61F353FF,25392,1020,24966,10,11:18:59,3
9511A205-45E8-424D-8BEA-83F4CC9395CE,25392,1020,0,10,11:18:04,3
B24AA571-AE7B-4628-BF5C-19F778620CEC,25392,1020,24998,19,12:57:36,3
684B167A-607D-4344-9C96-28B553F0747B,25519,1020,19792,23,01:20:56,3
D0BEED51-2A08-4AF9-A8BD-9725EDA667B0,25519,1020,24998,8,09:11:35,3
55AC649C-73BF-4741-ACF8-51FDE7A87056,25519,1020,24697,4,16:28:39,3
51C483F6-069C-487D-8F9C-05BF5FD98029,25519,1020,5206,23,01:18:05,3
EF7AE86E-8424-430A-B3DB-A20B290FB8C0,25529,1020,1458,11,08:37:30,3
7F4CE7CC-81A8-4BFB-B95B-D63CED24906F,25529,1020,23540,11,08:32:04,3
3FD07380-CDC0-4133-9DC6-978C184D4697,33691,1020,24998,7,00:13:16,3
45374D9A-6C24-49E0-A3ED-C495142BECE5,33692,1020,24998,29,02:10:12,3
84E56A82-0E48-4E8D-B01E-F03AD5773E73,13425,1020,21873,24,22:58:56,3
D6F5C3C9-D02C-4BDF-B4E2-4644B8D84231,13607,1020,25039,6,09:59:17,3
9C492459-AAC2-4EFF-8D5F-2FBD12ACB560,13641,1020,24998,30,12:06:26,3
FC0EF982-EF79-4755-BC92-9C4DDA20231A,13641,1020,24999,19,10:39:34,3
F79B03A8-1316-4A75-8A3A-E27B9DE20C2F,13649,1020,24998,9,09:03:43,3
D11AA00F-91B5-48D3-83E0-C1F487410C09,13972,1020,11842,23,20:05:59,3
53463620-B8F5-4D7B-BB68-E04362E4921E,13972,1020,22244,9,21:03:21,3
60FF5CA4-1877-4193-90FF-83E954213075,13972,1020,13190,23,20:02:29,3
29FEFF57-C858-4762-B45E-9263F95DBD56,13972,1020,24244,2,08:36:19,3
C5D9A4DE-397F-44FA-906A-281DE64E06CB,10548,1020,24998,1,22:31:24,3
6F244D6D-609B-4A42-A931-3142389F7292,10581,1020,23250,5,08:52:50,3
180A4FCD-DA9E-48A9-B99A-AB18E8D30C93,30494,1020,25041,2,07:35:00,3
29F5E4A6-9BE3-4804-857D-AB355BFCDF82,30635,1020,24998,26,22:40:57,3
E53F1BD4-478A-4D5A-A2D9-B0EC39F6C7B2,30635,1020,24998,5,16:10:04,3
BDB86B3E-E2CA-4409-894E-56BDAD2B7FCB,30651,1020,25020,17,18:32:36,3
C2F1CC3D-01E7-4730-A1A1-6883CF74E40C,30671,1020,24998,10,17:11:13,3
7B6F70C7-DCD1-473D-81BC-167261C24584,30671,1020,14,6,16:01:56,3
2BC373D4-1188-459D-9ADA-00035F936ED1,30671,1020,0,28,02:03:04,3
72D8EFEB-AFFF-482B-B19C-9168E4340858,30671,1020,13846,6,16:02:41,3
6F8521D7-63BC-40E5-A255-D1DC7ACA9EF7,30671,1020,11138,6,15:59:05,3
D4CCD745-F4CA-4BC0-B899-65B791B4703B,30671,1020,21373,14,15:59:11,3
69635B82-7CDF-4D05-8D3E-F7AE8CFC77DE,30671,1020,24998,24,16:53:11,3
BE37D8D0-DDA2-4A02-A519-8AE3D2DC6B31,30671,1020,0,28,02:02:02,3
CE2E8081-F6DC-4DCC-B4D7-4BFCF8C9DB74,30671,1020,3655,14,16:03:15,3
3ADB4B65-C389-4A1D-835D-F080BA6268DE,11697,1020,25006,7,10:04:11,3
734BA859-35D2-4854-822B-C6258E2D12DD,12121,1020,25049,16,07:48:28,3
7C5A8511-BD96-4DC7-911D-AB17CA31DD57,12146,1020,24992,4,10:39:43,3
F3945F67-591A-472C-937E-8E11AED5A3AC,28299,1020,8564,16,21:20:57,3
D22C2578-C016-442E-932C-1470545D204E,28299,1020,11438,16,21:18:16,3
2D94327D-9C73-47A9-BFC9-83AC1EEB1AF4,28418,1020,24960,1,11:47:27,3
424C7C0C-9768-4C75-B6F3-E437220B2AB5,30635,1022,20011,27,11:24:17,3
EAEE83A6-91FC-4839-95A8-7554B3841FE1,13427,1022,24965,16,19:31:50,3
3498B6F9-CFE3-4E98-B2D4-668653F6F92F,18965,1026,10164,22,18:21:57,3
53396774-7F14-4329-9732-F06FCF9B5495,19194,1026,25087,30,18:30:30,3
6B265C95-56D2-4F03-9459-3ED2CFC11D8A,18323,1026,25025,17,07:49:06,3
EB0A5FE8-88F2-427F-BF7E-8D39A850EDEB,18538,1026,20720,18,15:08:39,3
50A4CB0E-8B3B-44CE-8575-ABE2ECDBAA29,18542,1026,25000,5,11:50:59,3
6436A3BB-A2CC-4CC1-8A25-39CE7968BC51,18542,1026,24856,30,09:31:54,3
885D0466-5A16-4D28-A7EA-064094C62885,18542,1026,24964,20,06:50:32,3
484C5F82-1A70-496A-8A04-9E194B8B9690,18542,1026,25082,9,05:53:48,3
EC53ED75-68D9-4DE5-9D51-53E562D599BB,18757,1026,25023,2,17:15:54,3
ACD13A15-A052-4CD9-909D-79CCB1FBF5CC,18758,1026,25000,21,11:10:36,3
E5C6A0F5-336E-4388-A01B-7F36D996641A,18799,1026,25069,11,11:40:34,3
6584C4E4-A369-4728-998A-B7397C569956,18821,1026,25024,29,15:38:52,3
677E38DE-8696-4F7B-8758-489E69D24912,18821,1026,25000,30,21:43:33,3
ED80AAF0-D73F-4EE6-AE82-87C91663E76C,18821,1026,25024,20,11:36:27,3
91D8ABBC-C39B-4D1C-B48C-8A06CB18FFB3,18828,1026,2332,15,11:06:56,3
57653693-C8EE-4490-8881-DD20AE8AA0EE,18828,1026,22696,15,11:02:33,3
406758DB-F510-4EA9-A94A-0825013C8467,18828,1026,21812,25,16:25:03,3
8CA57B51-93FE-4678-ACBE-4AFF75354074,18828,1026,25000,13,18:14:07,3
